LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,default.payment.next.month
360000,1,1,1,39,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
1.00E+05,2,1,2,29,0,0,0,0,0,33330,36282,38673,43014,48300,3500,3000,5000,6000,10000,0
310000,2,1,2,36,-2,-2,-2,-2,-2,0,298887,0,0,0,298887,0,0,0,0,0
140000,2,2,2,24,0,0,0,0,0,35806,36823,36285,36683,37150,3000,1580,1294,1355,5000,0
2.00E+05,1,2,2,33,1,2,2,2,0,98990,96566,103019,100464,102844,0,9000,0,4000,4500,0
30000,2,2,2,28,-1,-1,-2,-1,-1,1743,0,0,2779,0,0,0,2779,0,0,1
130000,2,3,1,25,0,0,0,0,0,132110,133734,129299,131871,132168,6359,4505,4530,4798,4600,0
20000,2,3,1,44,0,0,2,0,0,17095,19112,17980,18780,0,3000,0,1000,1000,0,0
120000,2,5,1,57,0,0,0,0,0,116497,109247,98109,74387,75237,5000,5007,5000,5000,5000,0
190000,2,1,2,32,-2,-2,-2,-2,-2,8010,922,3200,15010,4575,922,3208,15010,4575,7279,0
50000,2,2,1,26,0,0,0,0,0,43721,42060,42332,37872,35748,2228,2500,1660,1457,1300,0
130000,2,5,2,27,0,0,0,0,0,107599,109902,112635,114472,117556,4030,4600,4200,5000,5000,0
220000,2,2,1,48,0,0,0,0,0,28132,30362,31387,32559,35019,2700,1534,1700,3000,3000,1
2.00E+05,2,2,1,29,0,0,0,0,0,70422,67991,56909,56841,51245,3500,2472,1683,1755,1658,0
50000,2,3,1,59,0,0,0,0,0,37201,27863,27712,28433,21449,1503,1352,1073,1077,900,0
30000,2,2,1,26,2,2,2,2,2,30954,30670,29856,30584,27883,2074,0,2304,0,2400,0
2.00E+05,2,2,1,33,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
4.00E+05,2,3,1,50,2,-1,-1,-1,-1,5523,8033,0,550,0,8037,0,550,0,0,1
120000,2,1,1,41,0,0,0,0,0,118847,113190,114113,111593,112533,5000,6000,5000,5000,5000,0
60000,2,2,1,38,0,0,0,0,0,45972,49874,47329,35587,36193,5000,5000,5000,5000,5000,0
150000,2,1,2,25,-1,-1,0,0,0,3167,13680,12848,8445,6868,13879,4000,0,0,1310,0
240000,2,2,1,44,-2,-1,-1,2,2,16925,1411,1696,1437,2714,1411,1200,0,1479,0,0
130000,1,2,2,29,-1,-1,-2,-2,-2,3594,0,0,0,0,0,0,0,0,0,0
2.00E+05,1,3,1,40,2,0,0,2,2,91368,92989,99704,101169,103401,4000,8300,4000,4000,8300,1
240000,2,2,1,56,2,2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,1
30000,2,1,2,22,-1,-1,2,0,0,14885,16579,17498,25032,25626,1939,1500,8213,1000,2000,1
50000,2,2,1,26,0,0,0,0,0,44335,44626,40928,29367,29156,2126,2104,990,1200,1654,0
30000,1,2,2,26,2,0,0,0,2,13660,14708,17725,20320,19480,1269,3286,2881,1,632,0
310000,1,1,1,33,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
120000,2,2,2,28,2,2,2,2,0,111840,114252,115306,112404,114269,5300,3600,0,3400,3500,1
290000,2,2,1,34,0,0,0,0,0,16196,17220,18231,18593,18986,1292,1303,665,692,1300,0
50000,1,2,2,45,0,0,0,0,0,45911,47521,48599,7476,7792,2350,2421,298,468,1649,0
130000,2,1,2,27,0,0,0,0,0,86883,99516,77188,78304,79941,40000,3400,3000,3052,3190,0
50000,1,5,1,30,0,0,0,0,0,47311,44136,17865,6431,6939,2900,1035,500,508,410,0
210000,2,2,1,33,-1,-1,-1,-2,-1,98,1090,0,0,580,1120,0,0,580,500,0
50000,1,3,1,47,1,3,2,0,0,4759,4540,4284,2946,1473,0,0,0,0,1473,1
10000,2,2,2,40,0,0,0,0,0,6160,6787,7377,7127,6931,1123,1103,243,296,280,0
10000,1,3,2,22,0,0,0,0,0,5757,6706,7715,7873,8742,1200,1128,286,1000,955,0
80000,2,2,2,24,2,2,3,2,3,75444,80025,78129,82581,81053,6400,0,6300,0,0,1
360000,1,2,1,65,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
530000,1,1,2,32,-2,-2,-1,0,0,12451,24095,15688,24511,12144,24120,15791,12808,8090,34110,0
20000,1,2,2,46,0,0,0,0,0,20376,19927,19907,19349,17484,2000,1500,607,1360,1300,0
170000,1,2,1,42,0,0,0,0,0,131629,131374,129544,131937,132958,5300,5100,5000,4700,5000,0
220000,2,2,1,33,-1,-1,-1,-1,-1,16090,4991,-1350,18150,350,4991,0,20000,350,0,0
180000,1,3,1,40,-1,-1,-1,0,-1,991,991,1316,325,1657,991,1316,0,1657,325,0
440000,2,1,1,37,-1,-1,-1,-1,-1,5302,13333,686,-414,2736,13333,1383,0,3150,13000,0
20000,1,2,1,62,2,0,0,0,0,17870,18740,19343,19402,11731,1462,1367,682,627,0,1
4.00E+05,2,2,2,39,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
130000,1,2,2,27,0,0,0,-2,-2,44826,40650,0,0,0,1092,0,0,0,0,0
420000,1,1,2,29,0,0,0,0,0,194505,144086,144169,122453,120509,5479,5502,4193,5006,4503,0
80000,2,2,1,34,0,0,0,0,-1,78688,80539,76681,34197,27398,4000,2333,3032,28298,2000,0
20000,2,2,1,45,0,0,0,0,0,18569,40278,18760,18662,0,2500,3000,1000,0,0,0
320000,2,2,2,29,1,2,0,0,3,93070,90725,92697,106221,104313,0,3500,15100,11,3129,1
160000,1,1,1,40,0,0,0,0,0,27563,28350,25186,36100,21707,5002,5000,14400,10000,4000,0
50000,2,2,2,23,0,0,0,0,0,48725,51175,50115,33814,34423,4987,1661,2000,3000,0,0
50000,1,2,2,35,0,0,0,0,-1,14536,10827,9594,7309,1277,2000,2000,2000,1277,3294,0
70000,2,2,1,43,0,0,0,0,0,71037,71880,71927,71370,71003,3352,3400,2900,2900,2900,0
20000,1,3,2,59,1,2,2,4,3,19074,18482,20329,19616,19303,0,2300,0,0,0,1
160000,2,2,2,24,0,0,0,0,0,157389,158475,162309,162462,160085,6800,6500,6000,6200,6200,0
130000,2,1,2,33,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
20000,2,1,2,23,0,0,3,2,2,16918,20627,19985,19702,18395,4000,1,651,0,655,0
170000,2,2,1,48,-2,-2,-1,-1,-1,18727,64028,107946,13608,110667,66513,108323,13608,112876,3998,0
3.00E+05,2,1,2,39,-1,-1,-1,-1,-1,729,0,236,766,227,0,236,800,227,0,0
160000,2,1,2,31,-1,-1,-1,-1,-2,1672,4411,500,0,0,4411,504,0,0,0,0
110000,2,3,1,52,1,-2,-1,-1,-2,0,0,1000,0,0,0,1000,0,0,0,0
230000,2,1,2,27,0,0,0,0,0,92167,92799,94328,96203,98474,3340,3401,3420,3797,3476,0
60000,2,2,2,21,0,0,0,0,0,40969,32724,24975,25475,26010,1859,1410,910,939,1000,0
280000,1,1,1,35,0,0,0,0,2,146368,244092,210226,177595,153181,101585,90762,50119,282,50436,0
180000,2,1,2,47,1,-2,-1,-1,-2,-6,-6,1251,0,0,0,1257,0,0,679,0
30000,2,1,1,30,2,2,2,3,2,12109,12917,13909,13394,13036,1300,1500,0,0,2200,1
50000,2,2,2,28,0,0,0,0,0,48010,40668,30361,22266,18469,5000,2000,5000,6560,10000,0
270000,2,2,1,41,-1,2,-1,0,-1,832,416,832,416,566,0,832,0,566,416,0
80000,2,2,2,24,-1,-1,-2,-2,-2,2346,0,0,0,0,0,0,0,0,0,1
120000,1,1,2,31,2,0,0,2,0,25719,29961,32451,31630,34115,5000,3000,0,3000,3000,1
120000,1,3,1,53,-1,-1,-1,-1,-1,291,291,0,582,291,291,0,582,291,0,0
30000,1,1,2,23,0,0,0,0,0,29025,28331,29792,30106,30318,1507,5538,1030,1500,1500,0
380000,1,1,2,36,0,0,0,0,0,68943,75024,61114,60586,55489,8000,5000,2500,5000,4000,0
80000,2,2,1,37,2,2,2,0,0,80508,81731,78772,76818,70319,3100,0,2000,3000,0,1
20000,2,2,2,26,0,0,0,0,0,17938,18798,19347,8007,4890,1456,1005,160,98,0,0
160000,1,3,1,34,-1,0,0,0,0,2947,4593,6057,6519,7130,2000,2000,1000,1000,0,0
230000,2,2,2,26,-1,-1,-1,4,3,8328,0,600,600,300,0,600,0,0,0,1
370000,1,2,2,39,2,0,0,0,0,334394,337272,340152,345904,322168,14005,12004,12362,12006,9555,1
30000,2,3,1,41,1,2,0,0,2,29717,28569,29168,30566,29229,0,2000,2200,0,1100,0
20000,2,2,2,24,0,0,0,0,0,20073,19940,19441,18680,19071,1319,1291,656,679,784,0
20000,1,2,2,23,1,3,2,2,0,17529,16967,17176,16605,17185,0,780,0,1000,1600,1
470000,1,2,1,52,0,0,0,0,0,84672,86821,88892,90944,93739,5000,5000,5000,5000,5000,0
220000,2,2,2,29,0,0,0,0,0,36106,33494,29518,29569,28587,3000,3000,6000,5000,1136,1
80000,1,3,2,32,0,0,0,0,0,78887,69433,48198,49182,49939,2569,2000,2000,1770,2002,0
180000,2,2,1,33,-2,-2,-2,-2,-2,0,0,0,0,653,0,0,0,653,0,0
1.00E+05,2,2,2,39,0,0,-1,0,0,24110,10497,20159,7053,0,2000,20159,500,0,1120,0
10000,2,2,2,21,0,0,0,0,0,7888,8987,9604,9800,10000,1383,1000,196,200,1000,0
280000,2,2,1,51,-2,-2,-2,-2,-2,2477,3470,0,0,0,3470,0,0,0,0,0
110000,2,1,1,31,2,2,2,0,0,107507,108067,83164,79428,80235,7960,0,3000,3000,3100,1
210000,2,1,2,27,0,0,0,0,0,135066,121769,97575,93763,95790,5600,4000,3220,3400,3252,0
2.00E+05,2,1,1,36,0,-1,-1,0,0,10317,5755,8587,7782,6987,5788,8587,5314,5000,5000,0
260000,1,1,2,27,-1,-1,-1,-1,0,868,1317,1757,31741,3842,1320,1770,31744,1,2606,0
6.00E+05,1,1,2,36,-2,-2,-2,-2,-2,-1,-1,1095,899,598,0,1096,4,601,0,0
330000,1,2,1,47,-2,-2,-1,0,0,19540,23240,166722,215506,138371,25487,166744,60057,560,17921,0
5.00E+05,2,1,2,31,0,0,0,0,0,258257,247282,197247,188044,210940,25239,18011,13014,45049,20102,0
2.00E+05,1,1,3,29,-1,-1,-1,-1,-1,7505,5894,3002,1715,2604,5919,3017,1720,2611,0,0
2.00E+05,1,2,1,36,2,-1,-1,-1,-2,7300,3238,2655,2200,0,3238,2655,0,0,0,1
210000,2,2,2,27,-1,-1,-1,0,0,5353,280,4609,4703,6324,280,4609,94,1621,0,0
5.00E+05,2,1,1,46,-2,-2,-2,-2,-2,3982,3700,12953,9019,4236,3718,13023,9070,4257,0,0
10000,2,2,1,44,0,0,0,-2,-2,4125,5275,0,0,0,1275,0,0,0,0,0
160000,2,1,2,24,0,0,-2,-2,-2,37000,0,0,0,0,0,0,0,0,0,0
50000,2,3,1,42,0,0,0,0,0,50906,48888,47037,12187,9962,2009,1180,1000,1000,348,0
130000,1,2,2,33,1,2,2,0,0,130565,131878,115173,108310,112083,5012,0,4000,5000,4000,0
140000,2,1,2,28,0,0,0,0,0,138036,140922,144072,142381,142807,6600,7000,5300,6000,5500,1
80000,2,2,2,45,0,0,-2,-2,-2,83150,-8000,0,0,0,0,8000,0,0,0,0
5.00E+05,2,1,2,31,-2,-2,-2,-1,0,17496,1001,15782,29251,20095,2000,5000,37223,0,80583,1
5.00E+05,2,2,1,39,0,0,0,0,0,146700,126765,107965,89339,67854,4585,3789,3942,2433,10000,0
320000,2,2,1,35,0,0,0,2,0,4050,4914,6630,6393,9721,1073,1789,0,3425,1000,0
50000,1,2,2,29,1,2,0,0,0,49612,48546,49157,49890,48941,0,1900,1333,0,999,0
120000,2,2,2,40,0,0,0,-2,-2,4180,5100,0,0,0,1000,0,0,0,0,0
5.00E+05,1,1,1,59,-2,-2,-2,-2,-2,0,0,994,3342,1240,0,994,3342,1240,700,1
290000,2,2,1,42,-2,-1,-1,-1,0,-132,18364,2417,4583,1402,18496,2429,4598,7,3227,0
280000,1,1,1,50,-1,-1,-1,0,0,19378,347,4197,3755,0,348,4399,18,0,0,0
30000,2,3,1,41,0,0,0,0,0,39230,37737,36619,34752,33229,1618,2000,1500,1500,2000,1
80000,1,1,2,31,1,2,2,2,2,21004,20384,22231,21576,23229,0,2500,0,2000,0,1
50000,1,2,2,24,0,0,0,2,0,48136,72898,36103,29384,29356,3700,5396,6,1003,1449,0
10000,1,3,2,24,1,2,2,2,2,7826,8745,8440,9229,8969,1200,0,900,0,2000,0
550000,1,1,1,49,-1,-1,-1,-1,-1,42141,1515,1488,18334,-114,1522,1495,18426,0,0,1
60000,1,2,2,41,0,-1,-1,-1,-1,14895,6750,5784,5246,3760,6750,5784,5246,3760,11411,0
140000,2,2,1,28,0,0,0,-1,-1,5925,7729,0,150,1550,2000,0,150,1550,106155,0
50000,2,2,2,28,0,0,0,0,0,46096,25370,26331,24749,25269,1442,1403,1000,919,2000,0
3.00E+05,2,2,1,27,0,0,0,0,0,286321,283547,578971,293063,296677,20000,12003,10524,11238,8814,1
30000,2,3,1,29,2,2,2,2,2,26836,28894,30571,31011,30389,2500,2670,2000,0,1000,1
50000,2,2,2,25,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
250000,2,2,1,33,2,2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,1
60000,1,1,2,39,0,0,0,0,0,54978,56144,57251,58543,58345,2050,2053,2219,2200,2394,0
80000,1,3,2,44,2,0,0,0,2,57076,58358,58992,62696,64148,2800,2200,4700,2600,0,0
480000,1,1,2,33,1,-2,-2,-2,-2,-897,-897,-897,-897,-897,0,0,0,0,0,0
30000,1,2,1,44,1,3,2,2,2,23171,22523,21863,23296,22783,0,0,1800,0,1910,1
10000,2,2,2,25,0,0,0,0,0,9150,9206,10051,9850,8214,1185,1030,1000,1000,2000,0
410000,2,1,2,41,-2,-2,-2,-1,-1,0,0,0,150,150,0,0,150,150,1929,0
1.00E+05,1,1,1,33,0,0,2,2,2,38219,42604,44607,45576,46495,5000,3000,2000,1800,1600,0
2.00E+05,1,3,1,41,0,0,0,0,0,84573,76348,50776,51018,25982,2544,1433,3224,775,5000,0
380000,2,2,1,48,0,0,0,0,0,363191,373421,363343,290371,289600,15504,14000,12500,12000,11000,0
1.00E+05,1,2,2,27,0,0,0,0,2,41298,42448,44368,48652,47885,2000,2500,4900,0,1763,0
50000,2,3,1,27,0,0,0,2,0,37651,38498,40644,39731,35657,1754,2900,0,1265,832,1
130000,2,2,1,28,0,0,0,0,0,107216,91888,83975,76842,78093,4000,4000,8000,6000,0,1
120000,1,2,2,34,0,0,0,0,0,131773,58259,54699,54832,53693,3000,1944,5000,3692,0,0
150000,2,2,1,42,0,0,0,0,0,139172,141401,137320,138016,144084,6022,5022,5100,10500,0,0
310000,2,1,1,39,-1,-1,-1,-1,-1,1989,4566,5329,5724,1518,4566,5433,5724,1336,0,0
110000,2,2,2,51,-2,-2,-2,-1,-1,150000,0,0,3007,857,0,0,3007,857,1.00E+05,0
420000,1,2,1,37,0,0,0,0,0,415257,411624,388363,390003,398229,16850,15522,14000,14500,18007,1
140000,1,2,1,28,-1,-1,-1,2,-1,6007,7332,7983,3277,2964,7340,7983,0,2964,4800,1
5.00E+05,2,1,1,37,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
260000,2,2,2,26,0,0,2,2,0,258364,279322,282092,255409,257913,45446,9000,0,9394,9628,0
90000,2,2,1,48,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,1
90000,2,2,2,41,-1,0,0,0,0,48276,47820,46602,47141,16114,2281,1219,1164,556,595,0
20000,1,3,2,35,-1,3,2,0,0,8918,8634,8280,11500,9000,0,0,4000,7000,0,0
30000,1,2,2,36,0,0,0,0,0,36124,35538,34359,32450,30633,2500,2215,1156,1200,3000,1
140000,2,2,1,36,0,0,0,0,0,45849,46909,47928,48731,49793,2100,2100,1900,2000,2000,0
340000,2,2,2,32,0,0,0,0,0,80174,82761,83636,85282,87070,3871,3136,3014,3123,3168,0
120000,2,1,2,31,-2,-2,-2,-2,-2,-66,-33,-33,-33,-33,0,0,0,0,0,0
420000,1,1,1,34,-1,0,0,0,-2,18037,9944,3254,-16,-16,3048,3016,0,0,0,0
1.00E+05,1,3,1,48,-2,-2,-2,-2,-2,6345,0,0,0,0,0,0,0,0,0,0
350000,2,2,2,37,0,0,0,0,0,128146,117713,51961,46207,35052,4052,1700,1500,2000,500,0
50000,1,2,1,26,0,0,0,0,0,48992,49689,31368,9454,6020,1769,1003,189,120,100,0
30000,2,1,2,28,2,2,4,4,4,37,37,37,37,37,0,0,0,0,0,0
360000,2,1,2,29,-1,-1,-1,0,-1,1766,4500,14697,10687,1968,4534,14697,0,2141,1272,0
20000,2,3,2,23,-1,-1,-1,0,0,17432,1165,19325,19311,18430,1165,19325,386,369,400,0
4.00E+05,2,2,2,38,0,0,0,0,-1,2988,3983,3417,3267,186,1222,1000,1200,186,1200,0
170000,1,3,1,45,0,0,0,0,0,40441,40937,34090,34894,36829,5000,2000,2000,3000,2000,0
110000,2,2,1,36,1,2,0,0,2,10448,10144,14516,19396,9298,0,5000,5000,0,5000,1
2.00E+05,2,2,1,37,-1,-1,-1,-1,-1,390,31638,770,2108,0,31638,770,2118,0,0,1
2.00E+05,2,1,1,32,-2,-2,-2,-2,-2,6540,17288,3009,20311,15643,17301,3009,26257,15643,5696,0
360000,1,1,2,29,-1,-1,-1,-1,-1,5143,2092,1864,969,2500,6159,1870,969,2500,0,0
5.00E+05,1,1,1,37,-1,-1,-1,-1,-1,1961,1188,-150,150,6805,1188,0,300,6805,0,0
20000,1,2,2,22,0,0,0,0,-1,18462,16699,19674,19258,9546,1510,3875,759,10000,19126,0
270000,1,3,1,32,3,2,0,0,0,150616,146262,149449,150893,153878,0,7100,5500,6000,6000,0
20000,1,2,2,44,1,2,0,0,0,6535,6285,7672,8390,9101,0,1500,1000,1000,1000,1
350000,2,1,1,43,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1146,0
150000,2,2,1,26,0,0,-1,-1,-2,115786,123423,5250,0,0,10000,5250,0,0,0,0
260000,2,1,2,30,0,0,0,0,-1,83138,93416,84117,28683,3154,14038,5018,10000,3154,13603,0
90000,1,1,2,33,-1,-1,2,-1,-1,1650,721,421,2754,309,721,0,2833,1000,0,0
310000,2,2,1,32,0,0,0,0,0,162530,155831,96835,89223,80462,6100,4252,5000,2780,4881,0
210000,2,1,2,43,1,-1,0,0,0,-3309,177952,167125,139784,142662,184212,5482,3493,3590,3815,0
40000,2,2,1,45,1,2,0,0,0,11402,10928,11940,12241,12544,0,1200,500,500,500,1
80000,2,2,1,25,1,-2,-2,-2,-1,0,0,0,0,13369,0,0,0,13369,0,0
50000,1,3,2,22,0,0,0,0,-1,6673,5054,2340,1990,1377,1056,1000,40,1377,1080,1
370000,2,1,1,46,-1,-1,-1,0,0,26555,1572,166229,168601,171018,1572,166235,3372,4018,600,0
130000,1,2,2,28,0,0,0,0,0,113613,112867,92617,94896,92347,5847,3413,3872,3465,3627,0
710000,2,2,1,40,-2,-2,-2,-1,2,5200,0,0,1004,854,0,0,1004,0,8000,1
