loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
4000,0.1557,139.79,RENT,160000.0,Source Verified,0,5.51,0,1,11,0,5918,16,w,3912.11,3912.11,136.33,136.33,87.89,48.44,0.0,139.79,0,Individual,0,10926,2,2,2,3,5.0,5008,73.0,3,7,3180,50.0,14900,1,0,3,10,1093.0,6567.0,45.7,0,20.0,74,2,2,0,2.0,3.0,3,6,7,6,8,3,8,12,7,11,0,5,92.9,0.0,0,0,21800,10926,12100,6900,N,N
24000,0.2235,667.64,RENT,130000.0,Source Verified,0,14.3,0,1,12,0,8574,15,w,23779.36,23779.36,637.84,637.84,220.64,417.2,0.0,667.64,0,Joint App,0,57518,3,2,2,3,2.0,48944,75.0,5,6,8012,67.0,20200,2,0,3,9,4793.0,11526.0,42.7,0,116.0,79,2,2,0,2.0,4.0,0,5,5,9,9,5,10,10,5,12,0,7,100.0,11.1,0,0,85405,57518,20100,65205,N,N
17000,0.1308,573.46,MORTGAGE,90000.0,Not Verified,0,35.25,0,0,12,0,14275,17,w,16611.84,16611.84,561.11,561.11,388.16,172.95,0.0,573.46,0,Joint App,0,409103,0,5,1,4,12.0,100392,72.0,0,0,4770,67.0,26900,1,0,1,4,37191.0,9040.0,61.0,0,35.0,335,26,12,3,91.0,12.0,0,4,4,5,7,5,6,9,5,12,0,1,94.1,50.0,0,0,501960,114667,23200,128560,N,N
24000,0.1131,789.26,OWN,102000.0,Not Verified,0,31.06,0,1,20,0,27823,59,w,22868.57,22868.57,1548.36,1548.36,1131.43,416.93,0.0,789.26,0,Individual,0,207698,2,1,0,1,14.0,6006,82.0,3,5,7633,63.0,46400,0,6,4,6,10385.0,932.0,93.5,0,288.0,397,3,3,3,16.0,4.0,0,5,14,5,25,4,17,52,14,20,0,3,98.3,80.0,0,0,276550,33829,14300,7350,N,N
15000,0.1614,365.89,MORTGAGE,72300.0,Not Verified,0,22.89,0,1,9,0,9724,26,w,14500.93,14500.93,1084.22,1084.22,499.07,585.15,0.0,365.89,0,Individual,0,121496,0,3,1,3,9.0,38701,72.0,1,2,7445,64.0,22800,0,0,2,7,13500.0,3376.0,74.2,0,119.0,140,11,9,5,11.0,0.0,0,2,2,2,6,11,5,10,2,9,0,2,100.0,50.0,0,0,149073,48425,13100,53420,N,N
3600,0.2,133.79,OWN,32000.0,Not Verified,0,31.96,0,0,12,0,11835,17,w,3526.21,3526.21,129.79,129.79,73.79,56.0,0.0,133.79,0,Individual,0,105039,0,3,1,1,7.0,93204,91.0,0,0,3530,82.0,18500,0,0,1,1,8753.0,2450.0,75.5,0,232.0,117,39,7,0,64.0,7.0,0,5,9,5,5,7,9,10,9,12,0,1,100.0,80.0,0,0,112473,105039,10000,93973,N,N
10000,0.1131,328.86,OWN,85000.0,Source Verified,0,35.52,0,0,13,1,23734,21,w,9289.51,9289.51,930.03,930.03,710.49,219.54,0.0,328.86,0,Individual,0,116208,2,5,1,3,5.0,92474,83.0,1,2,13432,72.0,45300,1,3,1,5,8939.0,7413.0,70.9,0,159.0,148,5,5,0,27.0,7.0,0,3,6,4,7,10,8,11,6,13,0,2,100.0,25.0,1,0,161082,116208,25500,115782,N,N
35000,0.1691,868.15,RENT,122000.0,Not Verified,0,7.74,0,0,21,1,15252,29,w,34244.83,34244.83,1703.42,1703.42,755.17,948.25,0.0,868.15,0,Individual,2495,26191,1,1,0,0,37.0,10939,110.0,1,1,5509,48.0,44600,0,0,2,1,1247.0,17272.0,42.4,0,141.0,54,4,4,0,32.0,0.0,1,12,16,14,15,7,20,22,16,21,0,1,93.1,0.0,1,0,54551,26191,30000,9951,N,N
20000,0.118,442.88,MORTGAGE,145000.0,Source Verified,0,25.04,0,2,12,0,14191,19,w,19254.07,19254.07,1230.31,1230.31,745.93,484.38,0.0,442.88,0,Individual,0,499279,2,5,2,3,5.0,81900,66.0,1,2,9648,39.0,105000,0,2,4,5,41607.0,90809.0,13.5,0,145.0,202,2,2,2,2.0,0.0,0,3,3,5,7,10,5,7,3,12,0,3,100.0,0.0,0,0,720360,96091,105000,141200,N,N
5000,0.0702,154.44,RENT,25000.0,Not Verified,0,39.27,0,0,7,0,6130,8,w,4748.89,4748.89,306.93,306.93,251.11,55.82,0.0,154.44,0,Individual,300,13054,0,2,0,1,20.0,6924,35.0,1,2,1843,40.0,13000,1,0,0,3,1865.0,4667.0,39.4,0,99.0,99,7,7,0,7.0,13.0,0,3,5,3,4,2,5,6,5,7,0,1,100.0,33.3,0,0,33064,13054,7700,20064,N,N
40000,0.1797,1445.5,MORTGAGE,18000.0,Verified,0,81.33,1,0,7,0,18214,24,w,39153.5,39153.5,1405.57,1405.57,846.5,559.07,0.0,1445.5,0,Joint App,0,30743,0,1,0,1,19.0,12529,52.0,1,1,5869,45.0,43800,0,0,1,2,4392.0,0.0,101.2,0,161.0,195,10,10,4,58.0,10.0,0,1,5,1,4,5,6,15,5,7,0,1,95.8,100.0,0,0,67812,30743,5800,24012,N,N
7500,0.0819,235.69,MORTGAGE,50000.0,Not Verified,0,26.57,0,0,7,0,7156,33,w,6940.17,6940.17,659.54,659.54,559.83,99.71,0.0,413.61,0,Joint App,0,177880,0,3,1,2,12.0,96083,81.0,1,1,7156,56.0,28900,0,1,1,3,25411.0,21744.0,24.8,0,114.0,78,11,11,1,11.0,12.0,0,1,1,3,4,27,3,5,1,7,0,2,100.0,33.3,0,0,207230,103239,28900,100780,N,N
3000,0.118,99.36,RENT,85000.0,Not Verified,0,16.48,0,4,17,0,1275,25,w,2788.35,2788.35,294.15,294.15,211.65,82.5,0.0,99.36,0,Individual,4062,55803,2,3,2,2,5.0,54528,71.0,3,10,983,28.0,40900,4,0,7,12,3283.0,23904.0,4.0,0,151.0,142,3,3,0,9.0,2.0,0,3,5,8,13,6,14,19,5,17,0,5,100.0,0.0,0,0,105549,55803,24900,64649,N,N
8000,0.1356,271.72,RENT,68000.0,Not Verified,0,39.2,0,0,18,0,14226,27,w,7818.67,7818.67,286.79,286.79,181.33,105.46,0.0,292.82,0,Individual,0,66320,0,4,1,2,7.0,52094,82.0,0,2,3842,65.0,25800,1,0,1,4,3684.0,9526.0,57.2,0,68.0,213,16,7,1,28.0,7.0,0,10,12,11,11,11,14,15,12,18,0,1,100.0,45.5,0,0,112732,66320,23300,86932,N,N
16000,0.1131,526.18,RENT,103500.0,Source Verified,0,32.29,0,1,13,0,26427,18,f,15245.7,15245.7,1032.25,1032.25,754.3,277.95,0.0,526.18,0,Individual,0,70809,1,4,2,3,3.0,44382,68.0,0,1,1941,61.0,51900,3,5,2,4,5447.0,12027.0,24.4,0,76.0,103,18,3,0,18.0,3.0,0,2,6,5,5,8,9,10,6,13,0,2,100.0,0.0,0,0,116900,70809,15900,65000,N,N
35000,0.1797,888.2,RENT,150000.0,Not Verified,0,10.77,1,0,14,0,26999,18,w,34266.39,34266.39,1811.35,1811.35,733.61,1077.74,0.0,888.2,0,Individual,0,76139,0,1,0,0,34.0,6608,35.0,0,2,1440,68.0,30600,0,2,0,3,5439.0,1115.0,83.1,0,73.0,95,18,18,0,18.0,22.0,1,7,12,7,7,4,12,12,12,14,1,0,100.0,42.9,0,0,91960,76139,6600,18828,N,N
16000,0.2235,445.1,MORTGAGE,130000.0,Not Verified,0,14.24,4,2,13,1,259,64,w,15550.43,15550.43,1285.63,1285.63,449.57,836.06,0.0,445.1,0,Individual,0,345287,5,4,4,7,1.0,72631,85.0,2,9,140,73.0,7200,1,12,4,17,28774.0,2060.0,6.4,0,130.0,123,0,0,2,0.0,2.0,0,1,2,3,14,22,8,40,2,13,0,6,95.2,0.0,1,0,366492,72890,2200,79455,N,N
10000,0.1298,336.85,RENT,30000.0,Not Verified,0,32.64,0,0,8,0,8040,18,w,9771.32,9771.32,329.64,329.64,228.68,100.96,0.0,336.85,1,Individual,4396,40658,1,2,3,4,4.0,32618,95.0,0,0,5486,57.0,37100,1,2,5,4,5082.0,24260.0,24.9,0,142.0,550,52,4,0,119.0,7.0,0,3,3,4,6,6,6,11,3,8,0,3,100.0,0.0,0,0,71357,40658,32300,34257,N,N
16000,0.0881,507.39,RENT,35000.0,Not Verified,0,34.88,0,0,15,0,11759,23,w,15217.29,15217.29,1006.95,1006.95,782.71,224.24,0.0,507.39,0,Individual,0,27855,2,1,1,1,10.0,16096,75.0,3,4,4943,39.0,49400,0,0,1,5,1857.0,26052.0,30.3,0,62.0,162,1,1,0,1.0,8.0,0,5,7,9,11,4,14,19,7,15,0,4,100.0,11.1,0,0,70954,27855,37400,21554,N,N
10000,0.0756,311.34,MORTGAGE,60000.0,Source Verified,0,25.48,0,1,6,0,9969,27,w,9739.06,9739.06,302.94,302.94,260.94,42.0,0.0,311.34,0,Individual,0,173484,1,3,2,2,6.0,58934,93.0,0,0,9969,77.0,19100,2,1,3,2,28914.0,7631.0,56.6,0,113.0,130,48,6,3,48.0,6.0,0,1,1,1,2,18,2,6,1,6,0,2,100.0,0.0,0,0,205399,68903,17600,76699,N,N
25000,0.0881,516.66,MORTGAGE,65000.0,Not Verified,0,31.79,0,0,10,0,21100,25,w,24666.88,24666.88,504.42,504.42,333.12,171.3,0.0,516.66,0,Joint App,0,258934,0,3,0,0,27.0,30926,48.0,0,1,7155,60.0,22600,1,8,1,1,28770.0,521.0,94.3,0,142.0,171,19,19,2,70.0,11.0,0,2,4,3,5,13,5,10,4,10,0,0,100.0,100.0,0,0,336691,52026,9100,64591,N,N
11000,0.0646,336.94,RENT,30000.0,Source Verified,0,23.92,0,1,10,0,11632,14,w,10722.27,10722.27,340.89,340.89,277.73,63.16,0.0,344.84,0,Individual,0,16946,1,1,0,0,43.0,5314,33.0,2,2,1411,38.0,28400,0,5,5,2,1695.0,7288.0,19.9,0,163.0,81,5,5,0,31.0,6.0,0,3,5,4,6,2,9,12,5,10,0,2,92.3,25.0,0,0,44639,16946,9100,16239,N,N
7000,0.0702,216.21,OWN,97000.0,Not Verified,0,18.85,0,0,11,0,577,24,w,6471.14,6471.14,645.9,645.9,528.86,117.04,0.0,216.21,0,Individual,0,41126,0,4,3,3,7.0,40549,80.0,0,1,333,42.0,24900,0,0,1,4,3739.0,18323.0,3.1,0,114.0,216,22,7,3,22.0,7.0,0,3,3,6,6,11,7,10,3,11,0,3,79.2,0.0,0,0,90209,41126,18900,65309,N,N
10000,0.0819,314.25,OWN,95000.0,Not Verified,0,4.84,1,1,14,0,5480,23,w,9754.0,9754.0,309.7,309.7,246.0,63.7,0.0,314.25,0,Individual,7787,7772,1,6,0,1,22.0,2292,16.0,1,3,5143,14.0,41700,0,0,1,4,555.0,34620.0,13.8,0,198.0,157,1,1,0,1.0,2.0,0,3,3,6,8,13,8,10,3,14,0,1,71.4,0.0,0,0,56450,7772,40100,14750,N,N
10000,0.288,316.21,OWN,51084.0,Verified,0,32.14,0,2,7,0,6573,16,w,9923.79,9923.79,284.21,284.21,76.21,208.0,0.0,316.21,0,Individual,0,280060,2,3,2,2,2.0,44625,78.0,1,2,4517,48.0,13800,0,2,5,5,40008.0,3450.0,74.0,0,170.0,40,8,2,2,8.0,2.0,0,2,3,2,2,11,3,3,3,7,0,4,100.0,50.0,0,0,301062,51198,6900,57262,N,N
10000,0.0819,314.25,MORTGAGE,50000.0,Source Verified,0,17.09,0,0,13,0,8260,24,w,9256.94,9256.94,913.8,913.8,743.06,170.74,0.0,314.25,0,Individual,0,299489,1,6,1,3,7.0,109614,105.0,1,2,6389,93.0,22300,0,1,0,7,23038.0,7408.0,52.2,0,186.0,217,6,6,5,6.0,15.0,0,3,4,3,5,8,6,11,4,13,0,2,100.0,33.3,0,0,312008,117874,15500,104708,N,N
14000,0.1072,302.45,MORTGAGE,56000.0,Not Verified,0,24.45,0,0,21,0,10621,24,w,13822.62,13822.62,294.11,294.11,177.38,116.73,0.0,302.45,0,Individual,0,221001,1,10,0,1,19.0,26307,56.0,0,1,3810,40.0,45000,1,0,1,3,10524.0,30755.0,21.9,0,172.0,142,22,3,1,22.0,6.0,0,4,7,7,7,13,10,10,7,21,0,1,100.0,28.6,0,0,276729,36928,39400,47429,N,N
12000,0.0881,380.54,MORTGAGE,121000.0,Not Verified,0,28.34,0,0,25,0,25909,41,w,11412.97,11412.97,755.21,755.21,587.03,168.18,0.0,380.54,0,Individual,0,99116,2,8,2,3,4.0,73207,65.0,2,4,7261,57.0,61600,1,4,1,7,3965.0,22473.0,47.5,0,127.0,137,5,4,2,5.0,12.0,0,6,9,10,10,20,17,19,9,25,0,4,100.0,20.0,0,0,174870,99116,42800,113270,N,N
6000,0.0702,185.32,MORTGAGE,51000.0,Verified,0,32.89,0,0,13,0,4341,43,w,5849.78,5849.78,182.98,182.98,150.22,32.76,0.0,185.32,0,Individual,0,166686,0,3,1,1,12.0,21684,52.0,0,1,1954,32.0,38900,1,1,1,3,12822.0,29188.0,12.6,0,181.0,222,19,12,4,19.0,12.0,0,5,6,6,12,19,9,20,6,13,0,1,95.3,0.0,0,0,231116,26025,33400,41404,N,N
40000,0.0756,1245.36,MORTGAGE,144000.0,Source Verified,0,23.81,0,0,29,0,34569,48,w,37001.11,37001.11,3719.28,3719.28,2998.89,720.39,0.0,1245.36,0,Individual,0,372010,1,4,1,2,5.0,37644,53.0,2,5,4483,33.0,146000,1,9,1,8,12828.0,37653.0,30.7,0,159.0,222,7,5,3,7.0,7.0,0,9,13,10,15,11,24,34,13,29,0,4,100.0,0.0,0,0,524488,72213,54300,71488,N,N
21000,0.2534,838.74,MORTGAGE,73000.0,Verified,0,21.85,1,2,8,0,2513,14,w,20201.07,20201.07,1618.35,1618.35,798.93,819.42,0.0,838.74,0,Joint App,0,280649,3,3,2,4,2.0,49091,90.0,1,2,153,86.0,5500,3,0,3,6,40093.0,347.0,30.6,0,149.0,284,6,2,2,13.0,6.0,0,1,3,1,1,8,4,4,3,8,0,3,85.7,0.0,0,0,300268,51604,500,54768,N,N
20000,0.0819,628.49,RENT,40000.0,Source Verified,0,13.68,0,0,7,0,3323,7,w,19012.66,19012.66,1234.23,1234.23,987.34,246.89,0.0,628.49,0,Individual,0,14207,0,2,1,2,7.0,10884,84.0,1,1,1605,37.0,25300,2,0,2,3,2030.0,15415.0,16.7,0,18.0,152,11,7,0,27.0,7.0,0,3,5,3,3,2,5,5,5,7,0,2,100.0,0.0,0,0,38300,14207,18500,13000,N,N
32000,0.124,718.31,MORTGAGE,75000.0,Verified,0,17.74,0,2,5,0,21406,18,f,31612.36,31612.36,696.27,696.27,387.64,308.63,0.0,718.31,0,Individual,0,244351,1,2,2,2,2.0,29512,63.0,0,0,15000,59.0,39500,0,0,2,3,48870.0,18094.0,54.2,0,187.0,215,104,2,3,104.0,2.0,0,2,2,2,3,10,2,3,2,5,0,3,100.0,0.0,0,0,282157,50918,39500,46657,N,N
15000,0.1033,486.34,OWN,49000.0,Not Verified,0,18.64,0,1,12,1,15162,17,w,13919.1,13919.1,1471.93,1471.93,1080.9,391.03,0.0,486.34,0,Individual,0,23825,1,3,0,2,17.0,8663,52.0,2,4,5727,40.0,43700,2,0,1,6,1985.0,25800.0,33.2,0,138.0,79,5,5,0,5.0,5.0,0,6,7,7,7,8,9,9,7,12,0,2,100.0,28.6,1,0,60247,23825,38600,16547,N,N
11000,0.1474,379.92,MORTGAGE,80000.0,Source Verified,1,19.82,0,1,15,0,15662,28,w,11000.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Individual,0,208410,2,3,1,1,6.0,36646,60.0,1,3,6748,64.0,20400,1,1,4,5,13894.0,3714.0,76.9,0,214.0,195,6,6,5,6.0,6.0,1,7,9,7,10,9,10,14,9,15,0,3,71.4,42.9,0,0,248484,52308,16100,61275,N,N
40000,0.2089,1504.75,MORTGAGE,97500.0,Verified,0,30.12,0,1,15,0,14619,32,w,38374.25,38374.25,3038.32,3038.32,1625.75,1337.33,75.24,1579.99,0,Joint App,0,95300,1,6,1,2,3.0,71971,78.0,2,2,7691,68.0,31000,1,0,2,5,6807.0,14081.0,50.9,0,137.0,139,8,3,0,8.0,3.0,0,3,3,6,6,18,8,13,3,15,0,4,93.5,20.0,0,0,141119,95300,28700,92879,N,N
15000,0.1298,505.27,RENT,40000.0,Source Verified,0,20.22,0,1,5,0,5684,10,w,13959.77,13959.77,1494.18,1494.18,1040.23,453.95,0.0,505.27,0,Individual,0,19056,1,1,1,3,4.0,13372,84.0,0,0,5311,47.0,24700,2,0,1,3,3811.0,17316.0,24.7,0,177.0,210,30,4,0,30.0,4.0,0,2,2,2,3,5,3,5,2,5,0,1,100.0,0.0,0,0,40700,19056,23000,16000,N,N
20000,0.1072,652.13,MORTGAGE,96000.0,Not Verified,0,19.61,0,0,9,0,17621,11,w,18566.88,18566.88,1887.76,1887.76,1433.12,454.64,0.0,595.41,0,Individual,84,348670,1,2,0,1,18.0,20494,50.0,1,2,6767,51.0,33800,2,0,1,3,38741.0,13679.0,56.3,0,58.0,69,4,4,1,4.0,9.0,0,4,4,4,4,4,6,6,4,9,0,1,90.9,25.0,0,0,408547,38115,31300,40906,N,N
6875,0.2339999999999999,267.57,RENT,30000.0,Source Verified,0,26.44,0,0,6,0,6883,10,f,6605.38,6605.38,526.2,526.2,269.62,256.58,0.0,267.57,0,Individual,0,22755,2,1,1,1,5.0,15872,67.0,1,1,3689,57.0,16500,0,0,1,2,4551.0,9617.0,41.7,0,29.0,137,2,2,0,2.0,7.0,0,3,3,5,8,2,5,8,3,6,0,2,80.0,0.0,0,0,40125,22755,16500,23625,N,N
7500,0.139,255.97,MORTGAGE,35000.0,Source Verified,0,7.27,0,1,12,0,717,32,w,7307.74,7307.74,250.18,250.18,192.26,57.92,0.0,255.97,0,Individual,0,99728,3,1,1,1,9.0,4540,75.0,3,5,717,39.0,7500,1,0,3,6,9066.0,2383.0,23.1,0,9.0,335,2,2,1,14.0,2.0,9,1,1,3,11,1,10,30,1,12,0,4,75.9,0.0,0,0,141318,5257,3100,6018,N,N
5500,0.118,182.16,RENT,88000.0,Not Verified,0,3.47,0,0,15,1,2328,19,f,5371.92,5103.33,178.55,169.62,128.08,50.47,0.0,182.16,0,Individual,3607,5051,0,1,0,0,137.0,2723,91.0,4,7,907,7.0,66100,1,0,3,7,421.0,62472.0,3.6,0,137.0,195,7,7,0,7.0,7.0,2,6,6,12,14,1,14,18,6,15,0,4,89.5,0.0,1,0,69100,5051,64800,3000,N,N
7500,0.1101999999999999,245.62,MORTGAGE,93360.0,Not Verified,0,38.6,0,0,12,0,18584,28,w,7323.25,7323.25,241.03,241.03,176.75,64.28,0.0,245.62,0,Joint App,0,357195,1,6,1,5,4.0,131442,78.0,1,2,8610,72.0,28600,3,7,1,7,29766.0,1627.0,84.5,0,169.0,169,11,4,3,11.0,11.0,0,2,4,2,2,19,5,6,4,12,0,2,92.9,50.0,0,0,403176,150026,10500,160826,N,N
18000,0.0646,551.36,RENT,128908.0,Not Verified,0,24.54,0,2,27,0,19494,53,w,17545.54,17545.54,538.44,538.44,454.46,83.98,0.0,551.36,0,Individual,0,133170,1,4,3,4,8.0,113676,83.0,4,5,3209,44.0,118600,0,8,3,9,4932.0,34075.0,14.4,0,118.0,269,6,6,3,25.0,3.0,0,3,7,5,9,18,22,32,7,27,0,7,100.0,0.0,0,0,250100,133170,39800,131500,N,N
40000,0.1356,921.64,RENT,150000.0,Source Verified,0,15.18,0,0,7,0,29725,15,w,38575.1,38575.1,2734.79,2734.79,1424.9,1309.89,0.0,921.64,0,Individual,0,59525,0,0,0,0,30.0,3686,31.0,0,2,10972,77.0,31200,1,0,0,2,8504.0,412.0,98.3,0,58.0,269,23,23,0,63.0,21.0,0,3,5,3,8,2,5,11,5,7,0,0,92.9,100.0,0,0,79898,59525,23700,11952,N,N
16000,0.0819,502.79,MORTGAGE,141000.0,Not Verified,0,9.54,0,0,9,1,8402,13,w,15606.41,15606.41,495.51,495.51,393.59,101.92,0.0,502.79,0,Individual,0,36135,1,3,1,1,5.0,27733,61.0,0,0,2043,59.0,15700,1,0,2,1,4015.0,457.0,81.7,0,56.0,167,28,5,0,28.0,5.0,0,1,5,1,2,4,6,9,5,9,0,1,100.0,100.0,1,0,61037,36135,2500,45337,N,N
20000,0.1033,648.45,RENT,72000.0,Source Verified,0,17.15,2,0,10,0,15143,21,w,19523.72,19523.72,625.49,625.49,476.28,149.21,0.0,648.45,0,Individual,0,35847,0,1,0,0,29.0,20704,59.0,1,1,4437,51.0,35100,0,0,1,1,3585.0,9745.0,53.6,0,143.0,240,9,9,0,31.0,9.0,0,5,8,5,9,7,9,14,8,10,0,1,94.4,40.0,0,0,70003,35847,21000,34903,N,N
10000,0.1356,339.65,RENT,120000.0,Source Verified,0,9.34,0,0,10,0,6628,18,w,9544.14,9544.14,671.77,671.77,455.86,215.91,0.0,339.65,0,Individual,1835,29552,0,1,0,0,34.0,22924,66.0,1,6,3097,59.0,14800,2,0,2,6,2955.0,1146.0,75.1,0,87.0,157,12,12,0,14.0,1.0,0,2,7,3,4,5,9,13,7,10,0,1,83.3,33.3,0,0,49744,29552,4600,34944,N,N
10000,0.0881,317.12,MORTGAGE,65000.0,Source Verified,0,11.69,0,0,5,0,10238,8,w,9756.3,9756.3,307.33,307.33,243.7,63.63,0.0,317.12,1,Individual,552,354067,0,1,0,1,19.0,11329,71.0,0,1,10047,59.0,20500,0,0,0,2,70813.0,10262.0,49.9,0,127.0,52,23,19,1,23.0,19.0,0,2,2,3,3,3,3,4,2,5,0,0,100.0,0.0,0,0,383250,21567,20500,16000,N,N
24000,0.0646,735.14,RENT,175000.0,Source Verified,0,13.23,0,1,35,0,25638,63,w,23394.06,23394.06,726.53,726.53,605.94,120.59,0.0,735.14,0,Individual,0,68495,0,5,1,2,8.0,42857,63.0,2,3,5061,28.0,174200,1,2,2,5,1957.0,102341.0,17.2,0,172.0,164,7,7,0,7.0,0.0,0,13,18,17,23,16,30,47,18,35,0,3,100.0,0.0,0,0,241890,68495,123600,67690,N,N
12000,0.0881,248.0,RENT,65000.0,Source Verified,0,38.9,0,0,19,0,49699,27,w,11840.1,11840.1,236.25,236.25,159.9,76.35,0.0,248.0,0,Individual,0,62732,0,1,0,1,16.0,13033,62.0,1,3,7084,54.0,94700,0,0,0,4,3485.0,28401.0,63.6,0,140.0,349,11,11,2,11.0,16.0,0,13,13,14,17,2,17,22,13,19,0,1,100.0,42.9,0,0,115700,62732,78100,21000,N,N
5600,0.1797,202.37,RENT,19650.0,Verified,0,34.76,0,2,17,0,4564,37,w,5481.48,5481.48,166.04,166.04,118.52,47.52,0.0,171.63,0,Joint App,5171,12426,1,1,0,0,36.0,7862,55.0,2,8,296,38.0,18000,0,0,3,8,828.0,5025.0,13.4,0,127.0,183,2,2,0,2.0,0.0,6,4,10,4,5,7,15,29,10,17,0,2,81.1,0.0,0,0,32412,12426,5800,14412,N,N
24000,0.1298,545.83,MORTGAGE,80500.0,Not Verified,0,49.43,0,0,10,0,28827,19,w,23131.99,23131.99,1620.18,1620.18,868.01,752.17,0.0,545.83,0,Joint App,0,156460,0,4,0,1,14.0,119113,41.0,0,0,22304,53.0,49400,3,3,5,1,15646.0,6122.0,78.7,0,166.0,169,39,14,0,76.0,0.0,1,3,5,3,3,10,5,8,5,10,0,0,93.8,33.3,0,0,209528,156460,28700,149996,N,N
12500,0.0819,392.81,ANY,52000.0,Source Verified,0,18.56,0,0,12,1,10004,20,w,11882.91,11882.91,774.24,774.24,617.09,157.15,0.0,392.81,0,Individual,293,23564,1,6,1,3,2.0,13560,70.0,0,1,9541,61.0,19100,1,0,0,4,1964.0,1459.0,86.7,0,142.0,68,13,2,1,39.0,13.0,0,1,2,1,2,12,6,7,2,12,0,1,100.0,100.0,1,0,38387,23564,11000,19287,N,N
28850,0.1308,657.61,OWN,230000.0,Source Verified,0,16.94,0,1,28,0,62960,51,w,28506.86,28506.86,615.68,615.68,343.14,272.54,0.0,657.61,0,Individual,0,94367,3,2,1,2,8.0,29865,73.0,3,4,8869,58.0,118000,1,0,1,6,3370.0,15210.0,69.3,0,180.0,492,2,2,2,2.0,2.0,0,9,19,11,18,10,25,39,19,28,0,4,100.0,54.5,0,0,309049,92825,49600,41049,N,N
7000,0.0881,221.98,MORTGAGE,90000.0,Not Verified,0,15.61,0,0,16,0,14589,30,w,0.0,0.0,7137.203064,7137.2,7000.0,137.2,0.0,6918.65,0,Individual,0,65050,1,5,0,2,15.0,26320,64.0,1,1,8186,56.0,32000,2,1,0,3,4337.0,13065.0,51.6,0,127.0,225,6,6,2,6.0,15.0,0,4,6,6,7,14,10,14,6,16,0,1,100.0,16.7,0,0,108684,40909,27000,41152,N,N
3200,0.1131,105.24,RENT,80000.0,Not Verified,0,11.13,0,0,5,0,3292,6,f,2972.63,2972.63,313.71,313.71,227.37,86.34,0.0,105.24,0,Individual,51,14458,0,2,1,1,12.0,11166,49.0,1,1,1813,51.0,5200,1,0,1,2,2892.0,1508.0,68.6,0,53.0,82,12,12,0,30.0,12.0,1,2,2,2,2,2,3,4,2,5,0,2,83.3,0.0,0,0,28124,14458,4800,22924,N,N
2500,0.0756,77.84,MORTGAGE,74000.0,Not Verified,0,10.09,0,2,6,0,1555,22,f,0.0,0.0,2502.919,2502.92,2500.0,2.92,0.0,2503.97,0,Individual,0,89415,2,3,3,4,2.0,25768,67.0,0,2,1555,54.0,11500,3,2,4,6,14903.0,4945.0,23.9,0,143.0,62,15,2,1,39.0,2.0,0,1,1,1,3,17,2,4,1,6,0,3,100.0,0.0,0,0,117919,27323,6500,38768,N,N
8500,0.1298,286.32,RENT,45000.0,Source Verified,0,20.51,0,1,6,0,8955,20,w,8305.62,8305.62,280.19,280.19,194.38,85.81,0.0,286.32,0,Individual,0,19766,2,1,1,1,6.0,10811,90.0,2,3,5143,59.0,21800,1,0,1,4,3294.0,12845.0,41.1,0,6.0,115,2,2,0,2.0,6.0,0,3,3,5,14,1,5,19,3,6,0,3,100.0,40.0,0,0,33800,19766,21800,12000,N,N
3200,0.118,105.99,OWN,37000.0,Source Verified,0,22.22,0,2,9,1,4958,15,w,0.0,0.0,3237.562361,3237.56,3200.0,37.56,0.0,3239.66,0,Individual,0,17442,1,3,1,2,4.0,12484,39.0,0,1,3218,40.0,11500,2,1,2,3,1938.0,535.0,88.9,0,181.0,62,15,4,0,61.0,4.0,0,2,5,2,2,9,6,6,5,9,0,1,100.0,50.0,1,0,43156,17442,4800,31656,N,N
